text_a,text_b,label,source
BLIND FLANGE DN80 600# ASTM A182 F316L SMOOTH FINISH,"ASTM A182 F316L BLIND FLANGE, 3"", 600LBS, SMOOTH FINISH, STD: ASME B16.5",1.0,SYNTHETIC_MRO_CLUSTER
BLIND FLANGE DN80 600# ASTM A182 F316L SMOOTH FINISH,BLIND FLANGE DN80 150# ASTM A182 F316L SMOOTH FINISH,0.0,SYNTHETIC_CRITICAL_CONFLICT
CENTRIFUGAL PUMP DN 150 X DN 100 40 BAR S.S. 316 SINGLE STAGE END SUCTION,CENTRIFUGAL PUMP SINGLE STAGE END SUCTION RATING: 40 BAR SIZE: DN 150 X DN 100 MAT: STAINLESS STEEL 316,1.0,SYNTHETIC_MRO_CLUSTER
CENTRIFUGAL PUMP DN 150 X DN 100 40 BAR S.S. 316 SINGLE STAGE END SUCTION,CENTRIFUGAL PUMP DN 150 X DN 100 16 BAR SS 316 SINGLE STAGE END SUCTION,0.0,SYNTHETIC_CRITICAL_CONFLICT
"BALL VALVE 1-1/2"" 600LBS DUPLEX 2205 REDUCED BORE","DUPLEX 2205 BALL VALVE, 1-1/2"", CLASS 600, REDUCED BORE, STD: API 608",1.0,SYNTHETIC_MRO_CLUSTER
"BALL VALVE 1-1/2"" 600LBS DUPLEX 2205 REDUCED BORE","BALL VALVE 1-1/2"" 600LBS SS 316 REDUCED BORE",0.0,SYNTHETIC_CRITICAL_CONFLICT
"SPIRAL WOUND GASKET 1"" 900# SS 316L WINDINGS WITH CS OUTER RING GRAPHITE FILLER","1"" SPIRAL WOUND GASKET GRAPHITE FILLER 900# SS 316L WINDINGS WITH CS OUTER RING",1.0,SYNTHETIC_MRO_CLUSTER
"SPIRAL WOUND GASKET 1"" 900# SS 316L WINDINGS WITH CS OUTER RING GRAPHITE FILLER","SPIRAL WOUND GASKET 1"" 900# MONEL 400 GRAPHITE FILLER",0.0,SYNTHETIC_CRITICAL_CONFLICT
"STUD BOLT 7/8"" X 5.5"" CLASS 2A/2B ASTM A320 L7 WITH 2 HEAVY HEX NUTS","ASTM A320 L7 STUD BOLT, 7/8"" X 5.5"", CLASS 2A/2B, WITH 2 HEAVY HEX NUTS, STD: ASME B18.2.2",1.0,SYNTHETIC_MRO_CLUSTER
"STUD BOLT 7/8"" X 5.5"" CLASS 2A/2B ASTM A320 L7 WITH 2 HEAVY HEX NUTS","STUD BOLT 7/8"" X 5.5"" CLASS 2A/2B ASTM A193 B8M WITH A194 8M WITH 2 HEAVY HEX NUTS",0.0,SYNTHETIC_CRITICAL_CONFLICT
"STUD BOLT 1/2"" X 2.5"" CLASS 2A/2B ASTM A193 B8M WITH A194 8M FULLY THREADED","STUD BOLT FULLY THREADED RATING: CLASS 2A/2B SIZE: 1/2"" X 2.5"" MAT: ASTM A193 B8M WITH A194 8M",1.0,SYNTHETIC_MRO_CLUSTER
"STUD BOLT 1/2"" X 2.5"" CLASS 2A/2B ASTM A193 B8M WITH A194 8M FULLY THREADED","STUD BOLT 1/2"" X 2.5"" CLASS 2A/2B ASTM A320 L7 FULLY THREADED",0.0,SYNTHETIC_CRITICAL_CONFLICT
CENTRIFUGAL PUMP DN 50 X DN 32 16 BAR BRONZE SINGLE STAGE END SUCTION,"BRONZE CENTRIFUGAL PUMP, DN 50 X DN 32, 16 BAR, SINGLE STAGE END SUCTION, STD: ISO 5199",1.0,SYNTHETIC_MRO_CLUSTER
CENTRIFUGAL PUMP DN 50 X DN 32 16 BAR BRONZE SINGLE STAGE END SUCTION,CENTRIFUGAL PUMP DN 50 X DN 32 16 BAR STAINLESS STEEL 316 SINGLE STAGE END SUCTION,0.0,SYNTHETIC_CRITICAL_CONFLICT
"GATE VALVE 12"" 1500# SS 316L BOLTED BONNET","12"" GATE VALVE BOLTED BONNET 1500# SS 316L",1.0,SYNTHETIC_MRO_CLUSTER
"GATE VALVE 12"" 1500# SS 316L BOLTED BONNET","GATE VALVE 12"" 1500# ASTM A216 WCB BOLTED BONNET",0.0,SYNTHETIC_CRITICAL_CONFLICT
"SEAMLESS PIPE 4"" SCH STD ASTM A312 TP316L SCH 160",4 INCH SEAMLESS PIPE SCH 160 SCH STD ASTM A312 TP316L,1.0,SYNTHETIC_MRO_CLUSTER
"SEAMLESS PIPE 4"" SCH STD ASTM A312 TP316L SCH 160",SEAMLESS PIPE 4 IN SCH STD API 5L GRADE B SCH 160,0.0,SYNTHETIC_CRITICAL_CONFLICT
"STUD BOLT 1/2"" X 2.5"" CLASS 2A/2B ASTM A193 GRADE B7 WITH A194 2H CADMIUM PLATED","1/2"" X 2.5"" STUD BOLT CADMIUM PLATED CLASS 2A/2B ASTM A193 GRADE B7 WITH A194 2H",1.0,SYNTHETIC_MRO_CLUSTER
"STUD BOLT 1/2"" X 2.5"" CLASS 2A/2B ASTM A193 GRADE B7 WITH A194 2H CADMIUM PLATED","STUD BOLT 1/2"" X 2.5"" CLASS 2A/2B ASTM A320 L7 CADMIUM PLATED",0.0,SYNTHETIC_CRITICAL_CONFLICT
CENTRIFUGAL PUMP DN 50 X DN 32 16 BAR STAINLESS STEEL 316 SINGLE STAGE END SUCTION,"STAINLESS STEEL 316 CENTRIFUGAL PUMP, DN 50 X DN 32, 16 BAR, SINGLE STAGE END SUCTION, STD: API 610",1.0,SYNTHETIC_MRO_CLUSTER
CENTRIFUGAL PUMP DN 50 X DN 32 16 BAR STAINLESS STEEL 316 SINGLE STAGE END SUCTION,CENTRIFUGAL PUMP DN 50 X DN 32 25 BAR STAINLESS STEEL 316 SINGLE STAGE END SUCTION,0.0,SYNTHETIC_CRITICAL_CONFLICT
WELD NECK FLANGE 2IN 1500# ASTM A105 RING TYPE JOINT,"ASTM A105 WELD NECK FLANGE, 2"", 1500#, RING TYPE JOINT, STD: DIN 2633",1.0,SYNTHETIC_MRO_CLUSTER
WELD NECK FLANGE 2IN 1500# ASTM A105 RING TYPE JOINT,"WELD NECK FLANGE 2"" 1500# ASTM A350 LF2 RING TYPE JOINT",0.0,SYNTHETIC_CRITICAL_CONFLICT
"WELD NECK FLANGE 8"" 1500# ASTM A182 F316L RAISED FACE","8"" WELD NECK FLANGE RAISED FACE 1500# ASTM A182 F316L",1.0,SYNTHETIC_MRO_CLUSTER
"WELD NECK FLANGE 8"" 1500# ASTM A182 F316L RAISED FACE","WELD NECK FLANGE 8"" 150# ASTM A182 F316L RAISED FACE",0.0,SYNTHETIC_CRITICAL_CONFLICT
"BALL VALVE 1-1/2"" 150# SS 304 FULL BORE","SS 304 BALL VALVE, 1-1/2"", CL 150, FULL BORE, STD: BS 5351",1.0,SYNTHETIC_MRO_CLUSTER
"BALL VALVE 1-1/2"" 150# SS 304 FULL BORE","BALL VALVE 1-1/2"" 150 LB SS 316 FULL BORE",0.0,SYNTHETIC_CRITICAL_CONFLICT
"SEAMLESS PIPE 8"" SCH 160 ASTM A333 GRADE 6 SCH 40","8"" SEAMLESS PIPE SCH 40 SCH 160 ASTM A333 GRADE 6",1.0,SYNTHETIC_MRO_CLUSTER
"SEAMLESS PIPE 8"" SCH 160 ASTM A333 GRADE 6 SCH 40","SEAMLESS PIPE 8"" SCH 160 API 5L GRADE B SCH 40",0.0,SYNTHETIC_CRITICAL_CONFLICT
"SEAMLESS PIPE 12"" SCH 40 ASTM A312 TP316L SCH 160","ASTM A312 TP316L SEAMLESS PIPE, 12"", SCH 40, SCH 160, STD: API 5L",1.0,SYNTHETIC_MRO_CLUSTER
"SEAMLESS PIPE 12"" SCH 40 ASTM A312 TP316L SCH 160","SEAMLESS PIPE 12"" SCH 40 API 5L GRADE B SCH 160",0.0,SYNTHETIC_CRITICAL_CONFLICT
BALL VALVE 4 INCH 600# ASTM A350 LF2 FULL BORE,"ASTM A350 LF2 BALL VALVE, 4"", 600#, FULL BORE, STD: API 608",1.0,SYNTHETIC_MRO_CLUSTER
BALL VALVE 4 INCH 600# ASTM A350 LF2 FULL BORE,"BALL VALVE 4"" 300 LB ASTM A350 LF2 FULL BORE",0.0,SYNTHETIC_CRITICAL_CONFLICT
"BLIND FLANGE 3"" 600# ASTM A105 RTJ FACING","ASTM A105 BLIND FLANGE, 3"", CL 600, RTJ FACING, STD: ASME B16.5",1.0,SYNTHETIC_MRO_CLUSTER
"BLIND FLANGE 3"" 600# ASTM A105 RTJ FACING",BLIND FLANGE 3 IN 600 LB ASTM A182 F316L RTJ FACING,0.0,SYNTHETIC_CRITICAL_CONFLICT
"GATE VALVE 10"" 300# ASTM A350 LF2 BOLTED BONNET","10"" GATE VALVE BOLTED BONNET 300 LB ASTM A350 LF2",1.0,SYNTHETIC_MRO_CLUSTER
"GATE VALVE 10"" 300# ASTM A350 LF2 BOLTED BONNET","GATE VALVE 10"" 300LBS SS 316L BOLTED BONNET",0.0,SYNTHETIC_CRITICAL_CONFLICT
"WELD NECK FLANGE 12"" 150# ASTM A182 F316L FLAT FACE","WELD NECK FLANGE FLAT FACE RATING: CL 150 SIZE: 12"" MAT: ASTM A182 F316L",1.0,SYNTHETIC_MRO_CLUSTER
"WELD NECK FLANGE 12"" 150# ASTM A182 F316L FLAT FACE","WELD NECK FLANGE 12"" 600# ASTM A182 F316L FLAT FACE",0.0,SYNTHETIC_CRITICAL_CONFLICT
"SEAMLESS PIPE 1"" SCH 160 ASTM A333 GRADE 6 SCH 40","1"" SEAMLESS PIPE SCH 40 SCH 160 ASTM A333 GRADE 6",1.0,SYNTHETIC_MRO_CLUSTER
"SEAMLESS PIPE 1"" SCH 160 ASTM A333 GRADE 6 SCH 40","SEAMLESS PIPE 1"" SCH STD ASTM A333 GRADE 6 SCH 40",0.0,SYNTHETIC_CRITICAL_CONFLICT
"GATE VALVE 12"" 300# ASTM A350 LF2 RISING STEM","GATE VALVE RISING STEM RATING: 300 LB SIZE: 12"" MAT: ASTM A350 LF2",1.0,SYNTHETIC_MRO_CLUSTER
"GATE VALVE 12"" 300# ASTM A350 LF2 RISING STEM","GATE VALVE 12"" 150# ASTM A350 LF2 RISING STEM",0.0,SYNTHETIC_CRITICAL_CONFLICT
SPIRAL WOUND GASKET 4IN CL 600 SS 304 WINDINGS PTFE FILLER,4 IN SPIRAL WOUND GASKET PTFE FILLER 600LBS SS 304 WINDINGS,1.0,SYNTHETIC_MRO_CLUSTER
SPIRAL WOUND GASKET 4IN CL 600 SS 304 WINDINGS PTFE FILLER,SPIRAL WOUND GASKET 4IN CL 600 MONEL 400 PTFE FILLER,0.0,SYNTHETIC_CRITICAL_CONFLICT
"STUD BOLT 3/4"" X 4.5"" CLASS 2A/2B ASTM A193 B8M WITH A194 8M WITH 2 HEAVY HEX NUTS","STUD BOLT WITH 2 HEAVY HEX NUTS RATING: CLASS 2A/2B SIZE: 3/4"" X 4.5"" MAT: ASTM A193 B8M WITH A194 8M",1.0,SYNTHETIC_MRO_CLUSTER
"STUD BOLT 3/4"" X 4.5"" CLASS 2A/2B ASTM A193 B8M WITH A194 8M WITH 2 HEAVY HEX NUTS","STUD BOLT 3/4"" X 4.5"" CLASS 2A/2B ASTM A193 GRADE B7 WITH A194 2H WITH 2 HEAVY HEX NUTS",0.0,SYNTHETIC_CRITICAL_CONFLICT
"BALL VALVE 10"" 600# ASTM A216 WCB 3-PIECE","ASTM A216 WCB BALL VALVE, 10"", CL 600, 3-PIECE, STD: ASME B16.34",1.0,SYNTHETIC_MRO_CLUSTER
"BALL VALVE 10"" 600# ASTM A216 WCB 3-PIECE","BALL VALVE 10"" CLASS 600 ASTM A350 LF2 3-PIECE",0.0,SYNTHETIC_CRITICAL_CONFLICT
"WELD NECK FLANGE 12"" 300# ASTM A105 RAISED FACE","WELD NECK FLANGE RAISED FACE RATING: CL 300 SIZE: 12"" MAT: ASTM A105",1.0,SYNTHETIC_MRO_CLUSTER
"WELD NECK FLANGE 12"" 300# ASTM A105 RAISED FACE","WELD NECK FLANGE 12"" 150# ASTM A105 RAISED FACE",0.0,SYNTHETIC_CRITICAL_CONFLICT
"GATE VALVE 8"" CL 300 ASTM A350 LF2 RISING STEM","8"" GATE VALVE RISING STEM CL 300 ASTM A350 LF2",1.0,SYNTHETIC_MRO_CLUSTER
"GATE VALVE 8"" CL 300 ASTM A350 LF2 RISING STEM","GATE VALVE 8"" CL 150 ASTM A350 LF2 RISING STEM",0.0,SYNTHETIC_CRITICAL_CONFLICT
"BLIND FLANGE 1"" 300 LB ASTM A350 LF2 RAISED FACE","ASTM A350 LF2 BLIND FLANGE, 1"", 300 LB, RAISED FACE, STD: ASME B16.5",1.0,SYNTHETIC_MRO_CLUSTER
"BLIND FLANGE 1"" 300 LB ASTM A350 LF2 RAISED FACE","BLIND FLANGE 1"" 150# ASTM A350 LF2 RAISED FACE",0.0,SYNTHETIC_CRITICAL_CONFLICT
SPIRAL WOUND GASKET 3 IN 300 LB SS 316L WINDINGS WITH CS OUTER RING PTFE FILLER,"SS 316L WINDINGS WITH CS OUTER RING SPIRAL WOUND GASKET, 3IN, CLASS 300, PTFE FILLER, STD: ASME B16.20",1.0,SYNTHETIC_MRO_CLUSTER
SPIRAL WOUND GASKET 3 IN 300 LB SS 316L WINDINGS WITH CS OUTER RING PTFE FILLER,SPIRAL WOUND GASKET 3 INCH 900# SS 316L WINDINGS WITH CS OUTER RING PTFE FILLER,0.0,SYNTHETIC_CRITICAL_CONFLICT
"SPIRAL WOUND GASKET 1/2"" 600# SS 316L WINDINGS WITH CS OUTER RING PTFE FILLER","SS 316L WINDINGS WITH CS OUTER RING SPIRAL WOUND GASKET, 1/2"", 600LBS, PTFE FILLER, STD: ASME B16.20",1.0,SYNTHETIC_MRO_CLUSTER
"SPIRAL WOUND GASKET 1/2"" 600# SS 316L WINDINGS WITH CS OUTER RING PTFE FILLER","SPIRAL WOUND GASKET 1/2"" CL 300 SS 316L WINDINGS WITH CS OUTER RING PTFE FILLER",0.0,SYNTHETIC_CRITICAL_CONFLICT
BLIND FLANGE 2 INCH 600# ASTM A182 F316L SMOOTH FINISH,"ASTM A182 F316L BLIND FLANGE, DN50, 600LBS, SMOOTH FINISH, STD: ASME B16.5",1.0,SYNTHETIC_MRO_CLUSTER
BLIND FLANGE 2 INCH 600# ASTM A182 F316L SMOOTH FINISH,"BLIND FLANGE 2"" 300LBS ASTM A182 F316L SMOOTH FINISH",0.0,SYNTHETIC_CRITICAL_CONFLICT
"BLIND FLANGE 2"" 600# ASTM A105 RTJ FACING","ASTM A105 BLIND FLANGE, 2IN, 600#, RTJ FACING, STD: ASME B16.5",1.0,SYNTHETIC_MRO_CLUSTER
"BLIND FLANGE 2"" 600# ASTM A105 RTJ FACING",BLIND FLANGE 2 IN 600 LB ASTM A182 F316L RTJ FACING,0.0,SYNTHETIC_CRITICAL_CONFLICT
BLIND FLANGE 3 INCH 150 LB ASTM A350 LF2 SMOOTH FINISH,3IN BLIND FLANGE SMOOTH FINISH 150# ASTM A350 LF2,1.0,SYNTHETIC_MRO_CLUSTER
BLIND FLANGE 3 INCH 150 LB ASTM A350 LF2 SMOOTH FINISH,BLIND FLANGE DN80 300 LB ASTM A350 LF2 SMOOTH FINISH,0.0,SYNTHETIC_CRITICAL_CONFLICT
"BALL VALVE 6"" CLASS 150 ASTM A105 2-PIECE","ASTM A105 BALL VALVE, 6 IN, 150 LB, 2-PIECE, STD: BS 5351",1.0,SYNTHETIC_MRO_CLUSTER
"BALL VALVE 6"" CLASS 150 ASTM A105 2-PIECE","BALL VALVE 6"" 900# ASTM A105 2-PIECE",0.0,SYNTHETIC_CRITICAL_CONFLICT
"BLIND FLANGE 3"" 600LBS ASTM A182 F316L RTJ FACING",3 IN BLIND FLANGE RTJ FACING CLASS 600 ASTM A182 F316L,1.0,SYNTHETIC_MRO_CLUSTER
"BLIND FLANGE 3"" 600LBS ASTM A182 F316L RTJ FACING",BLIND FLANGE 3 INCH 300# ASTM A182 F316L RTJ FACING,0.0,SYNTHETIC_CRITICAL_CONFLICT
"STUD BOLT 1/2"" X 2.5"" CLASS 2A/2B ASTM A320 L7 CADMIUM PLATED","1/2"" X 2.5"" STUD BOLT CADMIUM PLATED CLASS 2A/2B ASTM A320 L7",1.0,SYNTHETIC_MRO_CLUSTER
"STUD BOLT 1/2"" X 2.5"" CLASS 2A/2B ASTM A320 L7 CADMIUM PLATED","STUD BOLT 1/2"" X 2.5"" CLASS 2A/2B ASTM A193 B8M WITH A194 8M CADMIUM PLATED",0.0,SYNTHETIC_CRITICAL_CONFLICT
CENTRIFUGAL PUMP DN 50 X DN 32 40 BAR SST 316 SINGLE STAGE END SUCTION,DN 50 X DN 32 CENTRIFUGAL PUMP SINGLE STAGE END SUCTION 40 BAR STAINLESS STEEL 316,1.0,SYNTHETIC_MRO_CLUSTER
CENTRIFUGAL PUMP DN 50 X DN 32 40 BAR SST 316 SINGLE STAGE END SUCTION,CENTRIFUGAL PUMP DN 50 X DN 32 40 BAR DUCTILE IRON DI SINGLE STAGE END SUCTION,0.0,SYNTHETIC_CRITICAL_CONFLICT
"SPIRAL WOUND GASKET 10"" 150 LB SS 316L WINDINGS WITH CS OUTER RING GRAPHITE FILLER","SPIRAL WOUND GASKET GRAPHITE FILLER RATING: 150# SIZE: 10"" MAT: SS 316L WINDINGS WITH CS OUTER RING",1.0,SYNTHETIC_MRO_CLUSTER
"SPIRAL WOUND GASKET 10"" 150 LB SS 316L WINDINGS WITH CS OUTER RING GRAPHITE FILLER","SPIRAL WOUND GASKET 10"" CL 150 SS 304 WINDINGS GRAPHITE FILLER",0.0,SYNTHETIC_CRITICAL_CONFLICT
"SEAMLESS PIPE 8"" SCH 160 ASTM A312 TP316L SCH 160","SEAMLESS PIPE SCH 160 RATING: SCH 160 SIZE: 8"" MAT: ASTM A312 TP316L",1.0,SYNTHETIC_MRO_CLUSTER
"SEAMLESS PIPE 8"" SCH 160 ASTM A312 TP316L SCH 160","SEAMLESS PIPE 8"" SCH 160 ASTM A106 GRADE B SCH 160",0.0,SYNTHETIC_CRITICAL_CONFLICT
CENTRIFUGAL PUMP DN 80 X DN 50 25 BAR BRONZE HORIZONTAL SPLIT CASE,CENTRIFUGAL PUMP HORIZONTAL SPLIT CASE RATING: 25 BAR SIZE: DN 80 X DN 50 MAT: BRONZE,1.0,SYNTHETIC_MRO_CLUSTER
CENTRIFUGAL PUMP DN 80 X DN 50 25 BAR BRONZE HORIZONTAL SPLIT CASE,CENTRIFUGAL PUMP DN 80 X DN 50 25 BAR CAST IRON CI HORIZONTAL SPLIT CASE,0.0,SYNTHETIC_CRITICAL_CONFLICT
CENTRIFUGAL PUMP DN 150 X DN 100 16 BAR DUCTILE IRON DI MULTI STAGE,DN 150 X DN 100 CENTRIFUGAL PUMP MULTI STAGE 16 BAR DUCTILE IRON DI,1.0,SYNTHETIC_MRO_CLUSTER
CENTRIFUGAL PUMP DN 150 X DN 100 16 BAR DUCTILE IRON DI MULTI STAGE,CENTRIFUGAL PUMP DN 150 X DN 100 16 BAR BRONZE MULTI STAGE,0.0,SYNTHETIC_CRITICAL_CONFLICT
GATE VALVE 4IN 300 LB ASTM A216 WCB BOLTED BONNET,"ASTM A216 WCB GATE VALVE, 4IN, 300#, BOLTED BONNET, STD: ASME B16.34",1.0,SYNTHETIC_MRO_CLUSTER
GATE VALVE 4IN 300 LB ASTM A216 WCB BOLTED BONNET,GATE VALVE 4 INCH 300 LB ASTM A217 WC6 BOLTED BONNET,0.0,SYNTHETIC_CRITICAL_CONFLICT
"STUD BOLT 5/8"" X 3.5"" CLASS 2A/2B ASTM A193 B8M WITH A194 8M CADMIUM PLATED","STUD BOLT CADMIUM PLATED RATING: CLASS 2A/2B SIZE: 5/8"" X 3.5"" MAT: ASTM A193 B8M WITH A194 8M",1.0,SYNTHETIC_MRO_CLUSTER
"STUD BOLT 5/8"" X 3.5"" CLASS 2A/2B ASTM A193 B8M WITH A194 8M CADMIUM PLATED","STUD BOLT 5/8"" X 3.5"" CLASS 2A/2B ASTM A320 L7 CADMIUM PLATED",0.0,SYNTHETIC_CRITICAL_CONFLICT
"SEAMLESS PIPE 12"" SCH 80 ASTM A312 TP316L PLAIN ENDS","SEAMLESS PIPE PLAIN ENDS RATING: SCH 80 SIZE: 12"" MAT: ASTM A312 TP316L",1.0,SYNTHETIC_MRO_CLUSTER
"SEAMLESS PIPE 12"" SCH 80 ASTM A312 TP316L PLAIN ENDS","SEAMLESS PIPE 12"" SCH 40 ASTM A312 TP316L PLAIN ENDS",0.0,SYNTHETIC_CRITICAL_CONFLICT
"GATE VALVE 4"" 300 LB SS 316L FLEXIBLE WEDGE","GATE VALVE FLEXIBLE WEDGE RATING: 300# SIZE: 4"" MAT: SS 316L",1.0,SYNTHETIC_MRO_CLUSTER
"GATE VALVE 4"" 300 LB SS 316L FLEXIBLE WEDGE",GATE VALVE DN100 300# ASTM A217 WC6 FLEXIBLE WEDGE,0.0,SYNTHETIC_CRITICAL_CONFLICT
"BLIND FLANGE 10"" 300# ASTM A182 F316L RAISED FACE","10"" BLIND FLANGE RAISED FACE 300# ASTM A182 F316L",1.0,SYNTHETIC_MRO_CLUSTER
"BLIND FLANGE 10"" 300# ASTM A182 F316L RAISED FACE","BLIND FLANGE 10"" 300 LB ASTM A350 LF2 RAISED FACE",0.0,SYNTHETIC_CRITICAL_CONFLICT
"WELD NECK FLANGE 2"" 300LBS ASTM A105 RING TYPE JOINT",WELD NECK FLANGE RING TYPE JOINT RATING: 300LBS SIZE: 2 IN MAT: ASTM A105,1.0,SYNTHETIC_MRO_CLUSTER
"WELD NECK FLANGE 2"" 300LBS ASTM A105 RING TYPE JOINT","WELD NECK FLANGE 2"" 300# ASTM A350 LF2 RING TYPE JOINT",0.0,SYNTHETIC_CRITICAL_CONFLICT
"BALL VALVE 8"" 150LBS ASTM A350 LF2 3-PIECE","BALL VALVE 3-PIECE RATING: 150# SIZE: 8"" MAT: ASTM A350 LF2",1.0,SYNTHETIC_MRO_CLUSTER
"BALL VALVE 8"" 150LBS ASTM A350 LF2 3-PIECE","BALL VALVE 8"" 1500# ASTM A350 LF2 3-PIECE",0.0,SYNTHETIC_CRITICAL_CONFLICT
"GATE VALVE 2"" 150# SS 316L WEDGE TYPE",2IN GATE VALVE WEDGE TYPE 150# SS 316L,1.0,SYNTHETIC_MRO_CLUSTER
"GATE VALVE 2"" 150# SS 316L WEDGE TYPE",GATE VALVE 2IN 300# SS 316L WEDGE TYPE,0.0,SYNTHETIC_CRITICAL_CONFLICT
CENTRIFUGAL PUMP DN 80 X DN 50 16 BAR DUCTILE IRON DI MULTI STAGE,CENTRIFUGAL PUMP MULTI STAGE RATING: 16 BAR SIZE: DN 80 X DN 50 MAT: DUCTILE IRON DI,1.0,SYNTHETIC_MRO_CLUSTER
CENTRIFUGAL PUMP DN 80 X DN 50 16 BAR DUCTILE IRON DI MULTI STAGE,CENTRIFUGAL PUMP DN 80 X DN 50 16 BAR CAST IRON CI MULTI STAGE,0.0,SYNTHETIC_CRITICAL_CONFLICT
"STUD BOLT 3/4"" X 4.5"" CLASS 2A/2B ASTM A193 B8M WITH A194 8M FULLY THREADED","ASTM A193 B8M WITH A194 8M STUD BOLT, 3/4"" X 4.5"", CLASS 2A/2B, FULLY THREADED, STD: ASME B18.2.1",1.0,SYNTHETIC_MRO_CLUSTER
"STUD BOLT 3/4"" X 4.5"" CLASS 2A/2B ASTM A193 B8M WITH A194 8M FULLY THREADED","STUD BOLT 3/4"" X 4.5"" CLASS 2A/2B ASTM A320 L7 FULLY THREADED",0.0,SYNTHETIC_CRITICAL_CONFLICT
"STUD BOLT 7/8"" X 5.5"" CLASS 2A/2B ASTM A193 B8M WITH A194 8M ZINC PLATED","7/8"" X 5.5"" STUD BOLT ZINC PLATED CLASS 2A/2B ASTM A193 B8M WITH A194 8M",1.0,SYNTHETIC_MRO_CLUSTER
"STUD BOLT 7/8"" X 5.5"" CLASS 2A/2B ASTM A193 B8M WITH A194 8M ZINC PLATED","STUD BOLT 7/8"" X 5.5"" CLASS 2A/2B ASTM A193 GRADE B7 WITH A194 2H ZINC PLATED",0.0,SYNTHETIC_CRITICAL_CONFLICT
"BLIND FLANGE 3"" 600 LB ASTM A105 RTJ FACING","ASTM A105 BLIND FLANGE, 3"", 600#, RTJ FACING, STD: ASME B16.5",1.0,SYNTHETIC_MRO_CLUSTER
"BLIND FLANGE 3"" 600 LB ASTM A105 RTJ FACING","BLIND FLANGE 3"" 600# ASTM A182 F316L RTJ FACING",0.0,SYNTHETIC_CRITICAL_CONFLICT
"STUD BOLT 1/2"" X 2.5"" CLASS 2A/2B ASTM A193 GRADE B7 WITH A194 2H FULLY THREADED","STUD BOLT FULLY THREADED RATING: CLASS 2A/2B SIZE: 1/2"" X 2.5"" MAT: ASTM A193 GRADE B7 WITH A194 2H",1.0,SYNTHETIC_MRO_CLUSTER
"STUD BOLT 1/2"" X 2.5"" CLASS 2A/2B ASTM A193 GRADE B7 WITH A194 2H FULLY THREADED","STUD BOLT 1/2"" X 2.5"" CLASS 2A/2B ASTM A320 L7 FULLY THREADED",0.0,SYNTHETIC_CRITICAL_CONFLICT
BLIND FLANGE 4IN CLASS 300 ASTM A182 F316L RAISED FACE,"ASTM A182 F316L BLIND FLANGE, 4"", CL 300, RAISED FACE, STD: ASME B16.5",1.0,SYNTHETIC_MRO_CLUSTER
BLIND FLANGE 4IN CLASS 300 ASTM A182 F316L RAISED FACE,BLIND FLANGE 4 IN 300# ASTM A350 LF2 RAISED FACE,0.0,SYNTHETIC_CRITICAL_CONFLICT
"SEAMLESS PIPE 1"" SCH STD ASTM A312 TP316L BEVELED ENDS","SEAMLESS PIPE BEVELED ENDS RATING: SCH STD SIZE: 1"" MAT: ASTM A312 TP316L",1.0,SYNTHETIC_MRO_CLUSTER
"SEAMLESS PIPE 1"" SCH STD ASTM A312 TP316L BEVELED ENDS","SEAMLESS PIPE 1"" SCH STD ASTM A106 GRADE B BEVELED ENDS",0.0,SYNTHETIC_CRITICAL_CONFLICT
"GATE VALVE 10"" 150# ASTM A217 WC6 BOLTED BONNET","ASTM A217 WC6 GATE VALVE, 10"", CLASS 150, BOLTED BONNET, STD: API 602",1.0,SYNTHETIC_MRO_CLUSTER
"GATE VALVE 10"" 150# ASTM A217 WC6 BOLTED BONNET","GATE VALVE 10"" CLASS 150 ASTM A350 LF2 BOLTED BONNET",0.0,SYNTHETIC_CRITICAL_CONFLICT
"BALL VALVE 1/2"" 600 LB ASTM A350 LF2 FULL BORE","1/2"" BALL VALVE FULL BORE CL 600 ASTM A350 LF2",1.0,SYNTHETIC_MRO_CLUSTER
"BALL VALVE 1/2"" 600 LB ASTM A350 LF2 FULL BORE","BALL VALVE 1/2"" 150# ASTM A350 LF2 FULL BORE",0.0,SYNTHETIC_CRITICAL_CONFLICT
"SEAMLESS PIPE 1"" SCH 160 ASTM A106 GRADE B SCH 80","ASTM A106 GRADE B SEAMLESS PIPE, 1"", SCH 160, SCH 80, STD: ASME B36.10M",1.0,SYNTHETIC_MRO_CLUSTER
"SEAMLESS PIPE 1"" SCH 160 ASTM A106 GRADE B SCH 80","SEAMLESS PIPE 1"" SCH 160 ASTM A312 TP316L SCH 80",0.0,SYNTHETIC_CRITICAL_CONFLICT
"SPIRAL WOUND GASKET 12"" 150# SS 316L WINDINGS WITH CS OUTER RING GRAPHITE FILLER","SS 316L WINDINGS WITH CS OUTER RING SPIRAL WOUND GASKET, 12"", CLASS 150, GRAPHITE FILLER, STD: ASME B16.20",1.0,SYNTHETIC_MRO_CLUSTER
"SPIRAL WOUND GASKET 12"" 150# SS 316L WINDINGS WITH CS OUTER RING GRAPHITE FILLER","SPIRAL WOUND GASKET 12"" 300LBS SS 316L WINDINGS WITH CS OUTER RING GRAPHITE FILLER",0.0,SYNTHETIC_CRITICAL_CONFLICT
